store_id,naver_star_avg,naver_review_num,naver_url,store_name,cate_b,cate_c,addr,lon,lat,naver_keyword
20544673,4.32, 90,https://map.naver.com/v5/search/큰손의정부부대찌개 경기도 김포시 감정로,큰손의정부부대찌개,한식,부대찌개/섞어찌개,경기도 김포시 감정로,126.699973965062,37.6205900701137,큰손의정부부대찌개 경기도 김포시 감정로
23323139,0.0,0,https://map.naver.com/v5/search/앞족애 경기도 의정부시 둔야로,앞족애,한식,한식/백반/한정식,경기도 의정부시 둔야로,127.039860833807,37.7393302026788,앞족애 경기도 의정부시 둔야로
