,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류코드,표준산업분류명,도로명,경도,위도
25565,GS25주안미추홀점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추홀대로669번길,126.679475975825,37.4573678156986
25572,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양산로169번길,126.734866897395,37.5480949475602
25643,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로92번길,126.664672975708,37.6012115823397
25648,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 원적로,126.7127852448,37.5041655427107
25700,포시즌마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 화랑북로,126.707087156128,37.4961742544479
25725,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 율목로,126.634627474468,37.4691301051991
25727,세븐일레븐부평제이와이팰리스점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로,126.730428833658,37.4948055738777
25730,GS25청라중앙청라중앙점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라커낼로,126.644964376417,37.5320774294725
25762,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로39번길,126.720782537953,37.4941518770036
25777,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로188번3길,126.657344840112,37.6056875395735
25805,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라라임로122번길,126.653439317398,37.5383283346871
25807,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청마로134번길,126.679316193436,37.5896451879623
25815,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청마로,126.676849431635,37.5901942070082
25847,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 아트센터대로,126.631271980342,37.3951886834442
25897,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로115번길,126.729825045367,37.496402919275
25905,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 장고개로,126.667944514058,37.4721684586477
25909,인더라인25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로,126.720488335638,37.5067541004095
26022,GS,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 효서로,126.702584626918,37.52763378985
26032,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동대로765번길,126.705701420977,37.4506389128179
26043,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 자유공원로,126.629633282492,37.4751902491481
26051,STORYWAY,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 마장로55번길,126.707407987818,37.4834642274337
26052,STORYWAY,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 수변로,126.740240697027,37.4883060472263
26053,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로399번길,126.685994272149,37.4963019126255
26083,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로772번길,126.734756607456,37.5365426228971
26124,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청마로19번길,126.671398631737,37.5923584717044
26165,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추로46번길,126.647446018283,37.4647814126463
26179,GS25남동초교점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 장승남로33번길,126.735868406324,37.4444509515683
26194,STORYWAY,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 경원대로,126.687613662741,37.4120912871039
26207,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 율도로77번길,126.670830950831,37.5172612856831
26236,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석정로,126.678146764458,37.4667417037606
26246,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 재넘이길9번길,126.664614346095,37.444568331605
26249,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로257번길,126.676713798011,37.4492726722744
26274,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 인중로,126.625237156884,37.4646061899817
26291,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논고개로,126.72371893521,37.4059089795299
26301,세븐일레븐인천동화마을점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 차이나타운로,126.61979857601,37.4788240255097
26328,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단로744번3길,126.68592201788,37.6099826898718
26334,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 아트센터로74번길,126.706862574329,37.4731234218199
26380,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 주부토로425번길,126.725950455573,37.5320779623164
26388,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 아암대로,126.661446275567,37.3965523204635
26416,스카이편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종해안북로847번길,126.457041636845,37.4946683684763
26433,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동대로,126.708951322576,37.4601353354219
26435,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서창남순환로,126.746524943756,37.4302378971648
26437,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 갑룡길,126.497314111082,37.742617658959
26451,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 하촌로,126.732884128559,37.4518705833194
26459,STORYWAY,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 참외전로,126.631791637972,37.4758640024284
26468,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로294번길,126.717664236572,37.4635550312472
26514,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥북로,126.726629736068,37.5014323104985
26541,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 하느재로19번길,126.724591610139,37.5467590062725
26553,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로,126.709025776391,37.4018569412767
26573,매점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양대로,126.722578474171,37.5380693913976
26587,CU가좌스팀보이점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로,126.651372137365,37.498542690964
26625,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로1377번길,126.722175005687,37.4927343084957
26678,GS25박촌중앙,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로997번길,126.744247779439,37.55487168607
26682,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 비즈니스로,126.621113728896,37.5259717516326
26691,SESMART,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도국제대로,126.662168168418,37.3883430042814
26705,선녀바위편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 선녀바위로,126.378097533814,37.4414248743362
26706,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥로294번길,126.724264212399,37.4982171377828
26737,GS25귤현중앙,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 형제봉길,126.749416086843,37.5672885909722
26742,세븐일레븐영종하늘도시점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 하늘달빛로,126.559334156079,37.4864996376157
26781,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로37번길,126.667066076257,37.4878904998703
26799,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가좌로84번길,126.686033032375,37.4785971300142
26823,세븐일레븐선학뉴서울점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 선학로,126.700664398565,37.4255978744021
26878,세븐일레븐인천구월탑클래스점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 예술로192번길,126.702803105895,37.450931506398
26884,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 백범로630번길,126.686579349412,37.4790356992047
26922,인더라인25시편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로163번길,126.734570887591,37.4939489860147
26927,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 방축로,126.694003222185,37.4682335391729
26928,위드미인천어시장점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 연안부두로21번길,126.60733980759,37.4544312587446
26929,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동암광장로8번길,126.702223680917,37.4700721200956
26936,GS25가좌스마트점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 백범로,126.680524935587,37.4806441499726
26964,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 서해대로,126.63648364301,37.4690073764451
27023,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로228번안길,126.65183175207,37.6055616120312
27040,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동수로,126.721525254188,37.4850775183332
27132,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 제물량로,126.628778298729,37.4848573294295
27141,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 월미로,126.599285485005,37.4754109990888
27243,위드미서구가좌공단점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로153번길,126.659087368725,37.4996667052443
27256,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로95번길,126.65243668974,37.4997171613096
27306,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 학익소로63번길,126.671784062263,37.4417297797958
27314,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로64번길,126.722901646057,37.4972112803847
27355,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 주부토로532번길,126.730231107499,37.5411883870089
27362,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로105번길,126.728212773988,37.4947817358675
27372,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원당대로117번길,126.616924219499,37.5929039579886
27456,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 주부토로,126.728050221754,37.5316861264095
27475,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥북로,126.733847026679,37.5006539155615
27528,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로,126.683075526793,37.4641567183135
27567,포시즌,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 도요지로,126.677029959686,37.5569577764263
27574,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 송향로22번길,126.65236573066,37.4803803532457
27621,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인천타워대로,126.631642166258,37.3928412617964
27628,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양문화로,126.735976505157,37.5326452331666
27653,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 한나루로501번길,126.667122562727,37.451606680634
27715,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥북로,126.74142102148,37.5001762199677
27747,미니24석암점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.688753582809,37.4581288844746
27803,세븐일레븐인천구월모래내점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월남로,126.721263798261,37.451979682685
27816,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 충선로,126.735887658758,37.5063973184243
27825,위드미용현사거리점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로,126.651241742408,37.4567335592215
27872,JK편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인천타워대로,126.639710724005,37.3856719948968
27911,스페이스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 앵고개로87번길,126.655108180619,37.4131135512835
27922,S앤P마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논고개로,126.728021955753,37.4179572552372
27968,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로,126.720497349116,37.5082138649934
27972,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로,126.720497349116,37.5082138649934
28062,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동대로774번길,126.709677367393,37.4520880087469
28070,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로252번길,126.632048991587,37.3890976534748
28092,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 길상면 보리고개로,126.480751853409,37.6235570694559
28135,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로383번길,126.667527504845,37.519828015305
28163,sky365편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.672538193728,37.5179472446977
28167,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서판로54번길,126.72514585829,37.4616446992032
28225,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월남로327번길,126.72760903628,37.4523635364557
28270,코리아세븐부평,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로834번길,126.716516390573,37.4811037163518
28312,GS25도화1동점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.664591896564,37.4655350776483
28318,gs25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로876번길,126.721575633225,37.4602185309428
28325,GS25시,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 샛골로,126.644063734396,37.4743025461298
28349,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로,126.651682655807,37.398144342468
28404,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 독정이로100번길,126.650505208275,37.4643838981938
28421,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 승학로572번길,126.683530882344,37.5657072481934
28440,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 내항로,126.624747736246,37.4635553041581
28483,세븐일레븐간석퍼스트점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 경인로626번길,126.707277565346,37.4634688842858
28494,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 하늘별빛로,126.5587851073,37.4921242892716
28506,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 토금중로,126.637744761771,37.4524610303268
28549,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 배곶로,126.695791931138,37.4739388086356
28620,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 개항로,126.625615588258,37.4717196848355
28699,웰컴,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석바위로,126.687230231636,37.4599230466986
28712,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 청학안로,126.662055726534,37.4302309775898
28773,기훈유통,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 육동로,126.725012152302,37.4868181534835
28780,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 동양로,126.756752502994,37.5590316108709
28782,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검암로40번길,126.681409978083,37.5678730474314
28793,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 임학동로,126.736998690857,37.5458291682277
28817,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 샛골로,126.644327533249,37.4734676186001
28847,엘지이십오,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월로72번길,126.697958113143,37.4552932940581
28890,인더라인25편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.410445891107,37.6015297594355
28964,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 차이나타운로,126.619142351798,37.4763926036178
28996,7일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 제일로,126.673564361528,37.4586621625431
29000,GS25청라타운점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 비즈니스로,126.624060997752,37.5244203387925
29004,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로23번길,126.709389285004,37.4425428838385
29018,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추로19번길,126.646912566675,37.4617658699356
29107,은오편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 병방로,126.74220888748,37.546893934738
29136,원인재역구내편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 경원대로,126.687613662741,37.4120912871039
29258,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로,126.690166062732,37.4633344998144
29260,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로,126.731406844103,37.5058447007172
29315,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 포구로,126.73565619098,37.4073527704716
29401,GS25동북아타워점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로,126.64442492381,37.3891320617221
29405,GS25관교삼환점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로,126.696577937158,37.4442944597983
29471,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동수로128번길,126.733862414759,37.4843363839654
29537,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 경인로,126.706032426314,37.4655366437107
29572,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 배곶로81번길,126.695328870201,37.4752131607675
29617,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 아나지로197번길,126.713160041981,37.5264700487678
29626,GS25가좌센터점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 열우물로,126.684493976621,37.4831932738908
29663,투앤포,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로,126.633746198797,37.4498469350951
29664,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 청학로6번길,126.665439669766,37.4273679011054
29723,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 강화대로,126.475738902867,37.7490347978559
29730,세븐일레븐인천학익다움,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 한나루로357번길,126.65735796411,37.4383140407309
29742,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 하늘별빛로,126.566207612798,37.4912955805517
29827,CU만석웰카운티점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 화도진로,126.627168094821,37.4838745331947
29849,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로23번길,126.709362196479,37.4414883741388
29870,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석산로,126.70407961476,37.4601360691524
29892,세븐일레븐인천아이빌점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 오조산로45번길,126.737778026121,37.5351783679072
29946,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 보도진로,126.650781066312,37.4943101383379
29961,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인주대로676번길,126.711824090166,37.448831656358
29980,미니스톱인천검단점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단로501번길,126.65884576585,37.6034610950443
29991,GS25모통공원점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 심곡로113번길,126.678888201281,37.5427334763217
30016,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석정로324번길,126.67119253667,37.4675016575235
30047,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 경명대로1045번길,126.722972136208,37.5468316036987
30049,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로108번길,126.723709149647,37.5361263939005
30107,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 함박로,126.678604034686,37.425975031552
30155,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 주부토로,126.729172226509,37.5209039029159
30174,GS25십정신동아점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동암산로,126.704617165449,37.4748378171854
30234,서해안편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 길상면 장흥로,126.519731229219,37.6126640234347
30274,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로514번길,126.679062265368,37.4391172585201
30286,세븐일레븐인천송도역점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 비류대로,126.65505885772,37.4278719508813
30341,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로261번길,126.671436682805,37.5079785476412
30375,이마트24부평부개본점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부개로,126.740200697368,37.5007849230509
30548,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 중봉대로,126.647255253085,37.4879085812654
30560,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로1440번길,126.653154323615,37.6025583358744
30593,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역남로16번길,126.735069496036,37.3985793210187
30598,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운남서로,126.531134058536,37.494603853633
30663,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 강화대로,126.504788415412,37.741054931139
30752,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 여우재로111번길,126.686716982129,37.4879664298879
30772,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로,126.65966131636,37.4479181619621
30830,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로1043번길,126.691672398014,37.4761368296283
30877,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래로687번길,126.734900765185,37.4509100575166
30878,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가석로156번길,126.677081011159,37.4970584003453
30911,CU마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 경명대로694번길,126.685690335139,37.5516754254818
30949,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 월미문화로,126.59703513938,37.473627304809
31082,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도과학로27번길,126.661711678724,37.3854364865374
31085,프랜즈,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추홀대로587번길,126.679056089132,37.4491096602843
31121,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재2로,126.665125080611,37.5333972917044
31137,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 서해대로209번길,126.622094402908,37.4479906846689
31187,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로934번길,126.724043820563,37.4879069580077
31188,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 새오개로111번안길,126.664415625882,37.52242384694
31190,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로278번길,126.724239782756,37.5142732196321
31271,IGA편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로663번길,126.731302558831,37.5260356343809
31349,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도과학로27번길,126.661711678724,37.3854364865374
31392,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로946번길,126.744097108032,37.549013423386
31496,엘지25신공항2점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종대로27번길,126.482183984092,37.4950121444941
31528,씨브이에스무인편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 신진말로,126.679691282441,37.4933213126911
31594,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월로372번길,126.731710148068,37.4517859064441
31707,편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라루비로,126.6400866486,37.5333999125966
31778,H편의마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 양도면 중앙로,126.418391597598,37.6962752446283
31782,세븐일레븐송도센트럴점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 센트럴로,126.641856897657,37.3937699712458
31822,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 후정동로,126.738015971638,37.5217285705002
31842,영종씨유,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 흰바위로,126.489477629743,37.4905285221044
31843,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석촌로46번길,126.711383625127,37.4639642522379
31865,7일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추홀대로,126.679705464282,37.4552439430533
31912,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로220번길,126.668935479188,37.5042471762777
32021,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동대로,126.707711116701,37.4481289949198
32022,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 승학로483번길,126.671889555688,37.5640901736466
32023,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양문화로59번길,126.73483255108,37.5360658927946
32072,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 길주로364번길,126.702854751595,37.5081115275489
32073,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 후정동로,126.738425747427,37.5229223061744
32095,비지에프리테일가좌,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.670951601823,37.4900426812288
32206,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로34번길,126.672031388311,37.598168108441
32269,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로,126.713359417303,37.4641029176493
32370,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 경인로644번길,126.709118452318,37.4675076219165
32462,예스플러스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논현고잔로135번길,126.712946403881,37.395168886922
