,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류코드,표준산업분류명,도로명,경도,위도
47919,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논고개로123번길,126.722054328055,37.4015029120258
47929,GS작전한양편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양대로120번길,126.723961960233,37.5345703525194
47977,코리아세븐인천송도,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도문화로28번길,126.65396824003,37.3783294841036
47995,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 백령면 백령로,124.720142277054,37.9687960841274
48003,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로,126.733131885691,37.454603384955
48051,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인주대로626번길,126.706650796593,37.4493247839576
48052,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 운연천로,126.758028278388,37.428115729656
48063,코리아세븐인천문학초교점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로535번길,126.680958244522,37.4392555688056
48085,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로,126.718585131132,37.5393416178754
48088,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 마장로242번길,126.704453080219,37.4993981085436
48091,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 가능포로,126.418697439369,37.6343282648958
48112,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 세월천로,126.704632560704,37.5125731023704
48151,지에스주안1동점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안중로50번길,126.683924389928,37.4628056178877
48154,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로,126.73205576562,37.4868669315468
48365,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 경명대로1045번길,126.722906486165,37.5440467305368
48457,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.552760655756,37.4925732205519
48511,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로251번길,126.664468529428,37.4534058099999
48543,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 고산후로95번길,126.695964071521,37.5926955318241
48584,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 서곶로,126.67533523382,37.5881048918448
48603,세븐일레븐인천계산중앙점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 하느재로6번길,126.727263215364,37.5447064696943
48604,세븐일레븐인천함박희망점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 함박로3번길,126.678485270046,37.4250186045798
48619,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로,126.659129362326,37.4897288754259
48692,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 평천로153번길,126.708586774232,37.5187523969152
48697,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 봉오대로,126.721138527624,37.5309537270833
48810,탑포인트일신점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로,126.743535625721,37.485340694276
48901,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역로30번길,126.736828981621,37.400066837496
48925,코리아세븐계양,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 당미2길,126.756777259844,37.5602662752986
48975,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 주부토로472번길,126.72936333764,37.5363135158068
49019,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재3로94번길,126.67045776716,37.5268169303904
49071,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부일로,126.737246493836,37.4888417305834
49101,GS25동구만석점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 화도진로,126.623102036714,37.4854850944705
49211,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 하모니로138번길,126.642783853613,37.3849504354806
49499,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 수봉로182번길,126.666550995167,37.4577002164317
49567,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 만수로,126.72955130291,37.45780867876
49590,굿타임,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로,126.727704156275,37.490766667385
49621,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 제물량로,126.628979925258,37.4682537831878
49652,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 길상면 해안남로,126.532646394735,37.6222857877383
49690,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가좌로12번길,126.681507012921,37.4749425863219
49695,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로23번길,126.708596538825,37.4419845912443
49712,365플러스편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로1440번길,126.650190125156,37.6011459242992
49718,코리아세븐부평산곡,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥로123번길,126.70535821547,37.5000297424023
49733,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석바위로,126.675776668886,37.4607593487733
49766,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 비류대로239번길,126.662156299809,37.4277542700123
49816,CU용현골목길점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 낙섬서로18번길,126.635219364638,37.4508731105887
49915,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재3로,126.665655160467,37.5296820688545
49916,CU트리플스트리트점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도과학로16번길,126.660941544716,37.3798503206673
49922,코리아세븐인천신현엽곡로점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로,126.668939583885,37.5148432630385
49969,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 길주남로,126.734273928058,37.5041725116262
50016,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로,126.720727342525,37.4914211549018
50017,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 북항로32번안길,126.647706598362,37.509907728932
50101,가나안편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.383117749323,37.6136910904417
50173,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 호두산로58번길,126.645039320387,37.5466927887567
50180,세븐일네븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 장아산로,126.751552015844,37.4357333996118
50203,씨유주안,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안중로50번길,126.68307188617,37.4630754394804
50275,예스25시,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로,126.728860681422,37.5372631927907
50323,세븐일레븐인천학익엑슬루타워점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로309번길,126.658335406544,37.4443260189207
50372,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 낙섬동로,126.640213863154,37.4509216768638
50374,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남촌동로3번길,126.716059268847,37.4311453097362
50413,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 청능대로718번길,126.737250910346,37.4058830898997
50415,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주승로,126.686433127564,37.444749788787
50474,GS25관교삼환,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 문화로,126.697239926421,37.4413103186971
50506,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 아트센터대로,126.631271980342,37.3951886834442
50507,세븐일레븐인천임학역점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로875번길,126.73834408761,37.5452308551769
50528,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 화수로69번길,126.630393489035,37.4830920392458
50776,CU연수장미점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 새말로69번길,126.678383082457,37.4205483166772
50931,씨유서창,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서창남로,126.75095378181,37.4234548714619
50994,매직크리닝,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 청능대로,126.677223622213,37.4106779884636
51013,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 용두산로26번길,126.67007720911,37.5456980259378
51026,GS계양팬더점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 경명대로1142번길,126.733388542202,37.5425017549657
51044,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로63번길,126.721500529533,37.4971420620165
51252,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 새오개로,126.665271576336,37.5112067845306
51253,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 주부토로,126.728390626344,37.5129664405039
51279,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서판로,126.724037039526,37.4630383469829
51311,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 함박뫼로,126.69637485955,37.4162609278366
51446,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 비류대로256번길,126.663152269767,37.4263869548787
51476,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 백운로414번길,126.524354831075,37.5121250963788
51535,세븐일레븐인천동구화수점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 화수로,126.63268840985,37.4831096127763
51584,우리편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로1104번길,126.741576130243,37.4841935447795
51591,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로,126.723819062997,37.4638919768886
51731,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로,126.71842925661,37.4909096888898
51742,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 홍예문로,126.628730906334,37.4763150703193
51783,GS25연수청학점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 함박로,126.682736177406,37.4254985519958
51856,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종해안남로321번길,126.455018339899,37.4375090032167
51941,GS25도림아이파크점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 도리미로,126.731573860122,37.4216987071051
51950,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 샘말로,126.681102281308,37.4149471978176
51956,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 흰바위로,126.486834275342,37.4920804640239
52004,CU구월보금자리점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌로,126.714495585093,37.4426345779735
52037,GS25소래베스트점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역로,126.736335203788,37.3992055671015
52073,코리아세븐강화길상,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 길상면 해안남로,126.517600805885,37.6087269626323
52095,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남촌로,126.714095077004,37.4297183349359
52127,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 백운로186번길,126.542062938285,37.5141110084706
52133,세븐일레븐구월남동대로점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동대로777번길,126.70530679226,37.4518960400872
52183,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 백운로12번길,126.710562595567,37.4821471534928
52291,GS25당하더캐슬점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청마로,126.674525947633,37.5871317219279
52339,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 신송로6번길,126.662274110432,37.3893713893584
52497,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추로6번길,126.64832963211,37.4609080906863
52553,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 당미길,126.75818229225,37.5601729400589
52573,세븐일레븐숭의에이스빌점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인중로,126.639749734926,37.4628189241417
52609,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥남로,126.475197651498,37.2517629582051
52686,세븐일레븐청라프라임점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라라임로,126.650710038424,37.5365762336365
52708,GS25부평사랑점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로1431번길,126.727924007405,37.4918052218528
52769,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종대로162번길,126.495376429274,37.4924058244334
52794,제물포역편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.656746616497,37.4668157136378
52905,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.664590614573,37.4656071455456
52918,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로,126.672831205073,37.4643304269798
52957,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로,126.719988688045,37.4909716480881
53058,25시편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.672854425336,37.5109498460968
53192,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로739번길,126.715900821024,37.4483534226901
53205,포시즌,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양대로,126.722845121959,37.5323868071698
53232,채널큐인천문학점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 용담로,126.668316912418,37.4192910256142
53270,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.383644347898,37.6176175631534
53370,베스트올과한컴복권,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로,126.691151273633,37.4483161736027
53385,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 만경로12번길,126.727321365582,37.4566673971912
53395,이프렌드,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 독정이로,126.654863830838,37.4570721866021
53432,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 경원대로119번길,126.673080614032,37.4002876261155
53446,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 개항로,126.624108818646,37.4712786656822
53469,GS25검암타운점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 승학로,126.683318312262,37.5681376229416
53603,코리아세븐인천중구,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 공항서로,126.406977878366,37.459657616343
53635,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 앵고개로941번길,126.734644762668,37.4030169322802
53705,CU연수스마일점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 샘말로88번길,126.681734831302,37.4143055054773
53816,코리아세븐인천동구,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 화수로,126.63268840985,37.4831096127763
53948,위드미주안로얄점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로366번길,126.677238874531,37.4502606771
53956,24시편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 소성로,126.674528333361,37.4386249898463
53986,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로,126.651348167246,37.4514367162483
53997,GS25서구보미점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원당대로,126.670892445356,37.5934429966155
54009,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로890번길,126.722219561809,37.4854724739962
54020,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양문화로,126.737129455812,37.5387485072976
54110,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 길주로,126.672419914092,37.5061064621182
54207,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 예술로346번길,126.706459385932,37.4663432386809
54244,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 용정공원로83번길,126.649102036102,37.4481313090998
54249,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추로,126.646819333783,37.4625486971452
54256,훼미리마트신동아,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추홀대로,126.677898563727,37.4410324608716
54283,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 한나루로,126.665323595771,37.4447205090074
54326,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원창로,126.658290188295,37.5182998168922
54450,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로,126.725485779901,37.5374430595914
54585,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 옥련로,126.643777338858,37.4281935594706
54612,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단로487번안길,126.660812257322,37.6068441922076
54702,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경원대로752번길,126.691017712616,37.4501437947854
54733,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 아카데미로,126.63249061687,37.3778397794594
54752,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역동로,126.732771246282,37.4029337925729
54775,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 강화대로,126.478662368471,37.7486761480215
54808,코리아세븐인천관교신비점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주승로,126.687978346972,37.4455688749155
54930,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 중봉대로,126.648914191789,37.5044072930136
54989,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 한나루로86번길,126.649643201651,37.4217912942872
55104,코리아세븐S,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 다남로,126.736008954136,37.5715968419853
55145,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로995번길,126.743385255662,37.5543399147451
55156,애플24시편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동수천로,126.736536900064,37.4920328103509
55160,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 송림로,126.653999836687,37.4768939877002
55223,미니스톱구월한내들점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌로,126.716363601905,37.4464031992164
55322,씨유인천항연안여객터미널,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 연안부두로,126.598946774668,37.4541878801571
55323,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로112번길,126.725709405255,37.5349406228996
55327,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인하로507번길,126.703543127579,37.4473444939995
55355,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운중로,126.554990841568,37.4994842741244
55403,CU청라호수공원점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 크리스탈로,126.636910479986,37.5338498401354
55407,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 공항로424번길,126.461057253133,37.4389212950212
55542,GS25영종한양점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.553555461802,37.4906457736603
55577,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라커낼로,126.644433176485,37.5282960651157
55657,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 미추홀대로251번길,126.667127957567,37.421359019969
55825,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 장승남로,126.737247892488,37.4430600770506
55997,코리아세븐영종운서신비점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 신도시남로142번길,126.491237581543,37.4941009871692
55999,비지에프휴먼넷와이번스문학1루점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로,126.686465347329,37.4364425990945
56060,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라커낼로,126.644384429257,37.5378643174435
56099,코리아세븐인천중구,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 도원로26번길,126.637259494099,37.4667457398823
56106,헤븐일네븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로,126.719526874319,37.459061042341
56185,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 넘말로29번길,126.696547901672,37.428435875138
56193,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로250번길,126.669867176118,37.4963556804212
56200,GS청라푸르지오점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 크리스탈로102번길,126.637161800322,37.5349609921588
56281,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.670951601823,37.4900426812288
56357,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.577343579726,37.492006874166
56480,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 연안부두로43번길,126.603696936121,37.453406151541
56529,굿마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석정로,126.67565365728,37.4670922189791
56530,GS25이화중앙점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 황어로,126.736363544718,37.5800882507209
56610,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종대로,126.48899376432,37.4949012321675
56677,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.581842521115,37.4914933310981
56680,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도국제대로,126.649977508007,37.3742022740448
56681,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로,126.722984797268,37.4876792671197
56682,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 센트럴로,126.646210875489,37.3890353883401
56683,편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 화랑남로,126.705791472331,37.4926190195636
56754,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 도두리로,126.740510821378,37.5314592755605
56757,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로,126.663986610422,37.4868375527559
56758,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 신도시북로43번길,126.485443790131,37.5004600290052
56833,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 성리로,126.708667382242,37.4477249711769
56846,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논현고잔로,126.713886104752,37.3956927077824
56847,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로206번길,126.727674018611,37.4618701763938
56938,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥로,126.48429144511,37.2586375439118
56943,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역남로,126.7321649995,37.4000349367707
56944,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 제물량로,126.619547861077,37.4721715392073
56945,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인천타워대로54번길,126.6463432358,37.3791615066336
57002,내트럭하우스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 축항대로296번길,126.62380575704,37.4316839707462
57009,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 승학로506번길,126.675520140897,37.5629686521463
57013,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종대로,126.498760578648,37.4922506610986
57022,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로252번길,126.633717619808,37.3879996594426
57107,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 율도로16번길,126.663587782301,37.5117553884117
57247,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재3로,126.668161870682,37.5293229284061
57249,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로383번길,126.667527504845,37.519828015305
57268,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 비류대로291번길,126.667277766501,37.4269291122633
57349,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로,126.667826384723,37.4934674200058
57350,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 열우물로240번길,126.686511804322,37.4854773091394
57503,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 문화로169번길,126.695627115428,37.4554477938454
57549,퍼니마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 문학길,126.681061277025,37.4385358904491
57698,디스웨이,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로90번길,126.679396702574,37.4631605656639
57705,편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로90번길,126.679444177893,37.4636746842511
57752,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 길마로88번길,126.715594474369,37.5336056406872
57778,GS석남사랑점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 서달로123번길,126.678104908966,37.5095400578599
57820,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로284번길,126.673807843708,37.4979767845798
57912,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로,126.671496153963,37.4988788642304
58048,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 용천로4번길,126.71770294354,37.4506976665483
58081,위드미석남태산점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 신석로112번길,126.674136465662,37.5081710696986
58150,코리아세븐인천부평,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로142번길,126.732141552804,37.4938328338395
58286,예스플러스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 아트센터로60번길,126.703414365286,37.473130682733
