regId,taMin3,taMin3Low,taMin3High,taMax3,taMax3Low,taMax3High,taMin4,taMin4Low,taMin4High,taMax4,taMax4Low,taMax4High,taMin5,taMin5Low,taMin5High,taMax5,taMax5Low,taMax5High,taMin6,taMin6Low,taMin6High,taMax6,taMax6Low,taMax6High,taMin7,taMin7Low,taMin7High,taMax7,taMax7Low,taMax7High,taMin8,taMin8Low,taMin8High,taMax8,taMax8Low,taMax8High,taMin9,taMin9Low,taMin9High,taMax9,taMax9Low,taMax9High,taMin10,taMin10Low,taMin10High,taMax10,taMax10Low,taMax10High
11B10101,-5,2,2,4,1,1,0,2,1,3,1,1,-4,1,2,5,1,2,-3,2,2,3,2,1,-5,3,3,3,2,2,-3,0,1,4,0,1,-2,0,2,4,0,2,-1,0,2,5,0,2
